ParticipantName	FixationIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	MediaName
ID01	56.0	Fixation	559	499.0	272.0	N/A
ID01	57.0	Fixation	159	501.0	574.0	N/A
ID01	58.0	Fixation	279	501.0	574.0	N/A
ID01	59.0	Fixation	1416	499.0	272.0	N/A
ID01	60.0	Fixation	718	499.0	272.0	N/A
ID02	1.0	Fixation	478	499.0	272.0	N/A
ID02	2.0	Fixation	259	501.0	574.0	N/A
ID02	3.0	Fixation	319	501.0	574.0	N/A
ID02	4.0	Fixation	319	499.0	272.0	N/A
ID02	5.0	Fixation	219	499.0	272.0	N/A
ID02	6.0	Fixation	319	501.0	574.0	N/A
ID02	7.0	Fixation	518	501.0	574.0	N/A
ID02	8.0	Fixation	239	499.0	272.0	N/A
ID02	9.0	Fixation	219	501.0	574.0	N/A
ID02	10.0	Fixation	319	501.0	574.0	N/A
ID02	11.0	Fixation	199	501.0	574.0	N/A
ID02	12.0	Fixation	499	501.0	574.0	N/A
ID02	13.0	Fixation	358	501.0	574.0	N/A
ID02	14.0	Fixation	259	501.0	574.0	N/A
ID02	15.0	Fixation	299	501.0	932.0	N/A
ID02	16.0	Fixation	319	501.0	574.0	N/A
ID02	17.0	Fixation	279	499.0	272.0	N/A
ID02	18.0	Fixation	179	499.0	192.0	N/A
ID02	19.0	Fixation	319	501.0	574.0	N/A
ID02	20.0	Fixation	140	501.0	574.0	N/A
ID02	21.0	Fixation	359	501.0	574.0	N/A
ID02	22.0	Fixation	239	187.0	115.0	N/A
ID02	23.0	Fixation	179	710.0	112.0	N/A
ID02	24.0	Fixation	259	892.0	85.0	N/A
ID02	25.0	Fixation	179	203.0	30.0	N/A
ID02	26.0	Fixation	239	187.0	115.0	N/A
ID02	27.0	Fixation	518	772.0	35.0	N/A
ID02	28.0	Fixation	199	892.0	85.0	N/A
ID02	29.0	Fixation	2572	892.0	85.0	N/A
ID02	30.0	Fixation	2452	892.0	85.0	N/A
ID02	31.0	Fixation	598	892.0	115.0	N/A
ID02	32.0	Fixation	219	501.0	574.0	N/A
ID02	33.0	Fixation	239	501.0	932.0	N/A
ID02	34.0	Fixation	199	501.0	932.0	N/A
ID02	35.0	Fixation	219	501.0	932.0	N/A
ID02	36.0	Fixation	200	501.0	932.0	N/A
ID02	37.0	Fixation	159	501.0	932.0	N/A
ID02	38.0	Fixation	199	501.0	932.0	N/A
ID02	39.0	Fixation	219	501.0	574.0	N/A
ID02	40.0	Fixation	1176	501.0	574.0	N/A
ID02	41.0	Fixation	239	499.0	272.0	N/A
ID02	42.0	Fixation	239	499.0	272.0	N/A
ID02	43.0	Fixation	239	501.0	574.0	N/A
ID02	44.0	Fixation	219	501.0	574.0	N/A
ID02	45.0	Fixation	399	501.0	574.0	N/A
ID02	46.0	Fixation	419	501.0	574.0	N/A
ID02	47.0	Fixation	199	501.0	574.0	N/A
ID02	48.0	Fixation	239	499.0	272.0	N/A
ID02	49.0	Fixation	260	499.0	272.0	N/A
ID02	50.0	Fixation	279	499.0	272.0	N/A
ID02	51.0	Fixation	339	499.0	272.0	N/A
ID02	52.0	Fixation	179	499.0	272.0	N/A
ID02	53.0	Fixation	239	499.0	272.0	N/A
ID02	54.0	Fixation	538	499.0	272.0	N/A
ID02	55.0	Fixation	239	499.0	272.0	N/A
ID02	56.0	Fixation	219	499.0	272.0	N/A
ID02	57.0	Fixation	339	499.0	272.0	N/A
ID02	58.0	Fixation	239	499.0	272.0	N/A
ID02	59.0	Fixation	379	499.0	272.0	N/A
ID02	60.0	Fixation	199	499.0	272.0	N/A
ID02	61.0	Fixation	279	499.0	192.0	N/A
ID02	62.0	Fixation	200	499.0	192.0	N/A
ID02	63.0	Fixation	319	499.0	192.0	N/A
ID02	64.0	Fixation	339	499.0	272.0	N/A
ID02	65.0	Fixation	199	499.0	272.0	N/A
ID02	66.0	Fixation	219	499.0	272.0	N/A
ID02	67.0	Fixation	179	499.0	272.0	N/A
ID02	68.0	Fixation	239	499.0	192.0	N/A
ID02	69.0	Fixation	319	501.0	574.0	N/A
ID02	70.0	Fixation	299	499.0	272.0	N/A
ID03	1.0	Fixation	219	501.0	574.0	N/A
ID03	2.0	Fixation	259	501.0	574.0	N/A
ID03	3.0	Fixation	519	499.0	192.0	N/A
ID03	4.0	Fixation	319	501.0	574.0	N/A
ID03	5.0	Fixation	199	501.0	574.0	N/A
ID03	6.0	Fixation	738	501.0	574.0	N/A
ID03	7.0	Fixation	200	501.0	574.0	N/A
ID03	8.0	Fixation	239	501.0	574.0	N/A
ID03	9.0	Fixation	299	501.0	574.0	N/A
ID03	10.0	Fixation	1455	501.0	574.0	N/A
ID03	11.0	Fixation	339	499.0	272.0	N/A
ID03	12.0	Fixation	259	499.0	272.0	N/A
ID03	13.0	Fixation	160	499.0	272.0	N/A
ID03	14.0	Fixation	339	892.0	115.0	N/A
ID03	15.0	Fixation	658	772.0	35.0	N/A
ID03	16.0	Fixation	299	892.0	85.0	N/A
ID03	17.0	Fixation	518	772.0	35.0	N/A
ID03	18.0	Fixation	299	962.0	29.0	N/A
ID03	19.0	Fixation	937	772.0	35.0	N/A
ID03	20.0	Fixation	140	892.0	85.0	N/A
ID03	21.0	Fixation	4904	772.0	35.0	N/A
ID03	22.0	Fixation	219	501.0	574.0	N/A
ID03	23.0	Fixation	239	501.0	574.0	N/A
ID03	24.0	Fixation	319	501.0	574.0	N/A
ID03	25.0	Fixation	319	501.0	574.0	N/A
ID03	26.0	Fixation	399	501.0	574.0	N/A
ID03	27.0	Fixation	200	501.0	574.0	N/A
ID03	28.0	Fixation	259	501.0	932.0	N/A
ID03	29.0	Fixation	359	501.0	932.0	N/A
ID03	30.0	Fixation	219	501.0	932.0	N/A
ID03	31.0	Fixation	239	501.0	932.0	N/A
ID03	32.0	Fixation	259	501.0	932.0	N/A
ID03	33.0	Fixation	279	501.0	574.0	N/A
ID03	34.0	Fixation	518	501.0	932.0	N/A
ID03	35.0	Fixation	459	501.0	932.0	N/A
ID03	36.0	Fixation	279	501.0	932.0	N/A
ID03	37.0	Fixation	179	501.0	932.0	N/A
ID03	38.0	Fixation	180	501.0	574.0	N/A
ID03	39.0	Fixation	179	499.0	272.0	N/A
ID03	40.0	Fixation	718	892.0	115.0	N/A
ID03	41.0	Fixation	259	892.0	85.0	N/A
ID03	42.0	Fixation	299	710.0	112.0	N/A
ID03	43.0	Fixation	219	499.0	272.0	N/A
ID03	44.0	Fixation	339	499.0	272.0	N/A
ID03	45.0	Fixation	140	499.0	272.0	N/A
ID03	46.0	Fixation	439	499.0	192.0	N/A
ID03	47.0	Fixation	239	499.0	192.0	N/A
ID03	48.0	Fixation	180	499.0	192.0	N/A
ID03	49.0	Fixation	399	499.0	272.0	N/A
ID03	50.0	Fixation	180	499.0	272.0	N/A
ID03	51.0	Fixation	259	499.0	192.0	N/A
ID03	52.0	Fixation	518	499.0	272.0	N/A
ID03	53.0	Fixation	359	499.0	272.0	N/A
ID03	54.0	Fixation	618	499.0	272.0	N/A
ID03	55.0	Fixation	100	499.0	272.0	N/A
ID04	1.0	Fixation	239	501.0	574.0	N/A
ID04	2.0	Fixation	199	501.0	574.0	N/A
ID04	3.0	Fixation	319	501.0	574.0	N/A
ID04	4.0	Fixation	399	501.0	574.0	N/A
ID04	5.0	Fixation	319	501.0	574.0	N/A
ID04	6.0	Fixation	279	501.0	574.0	N/A
ID04	7.0	Fixation	419	501.0	574.0	N/A
ID04	8.0	Fixation	199	501.0	574.0	N/A
ID04	9.0	Fixation	279	501.0	574.0	N/A
ID04	10.0	Fixation	259	501.0	574.0	N/A
ID04	11.0	Fixation	239	501.0	932.0	N/A
ID04	12.0	Fixation	199	501.0	932.0	N/A
ID04	13.0	Fixation	299	575.0	112.0	N/A
ID04	14.0	Fixation	259	501.0	932.0	N/A
ID04	15.0	Fixation	299	710.0	112.0	N/A
ID04	16.0	Fixation	399	772.0	35.0	N/A
ID04	17.0	Fixation	439	962.0	29.0	N/A
ID04	18.0	Fixation	239	501.0	574.0	N/A
ID04	19.0	Fixation	239	187.0	115.0	N/A
ID04	20.0	Fixation	2472	772.0	35.0	N/A
ID04	21.0	Fixation	1954	772.0	35.0	N/A
ID04	22.0	Fixation	818	772.0	35.0	N/A
ID04	23.0	Fixation	238	501.0	574.0	N/A
ID04	24.0	Fixation	259	501.0	574.0	N/A
ID04	25.0	Fixation	259	499.0	272.0	N/A
ID04	26.0	Fixation	199	499.0	272.0	N/A
ID04	27.0	Fixation	199	501.0	574.0	N/A
ID04	28.0	Fixation	219	501.0	574.0	N/A
ID04	29.0	Fixation	259	501.0	574.0	N/A
ID04	30.0	Fixation	140	501.0	574.0	N/A
ID04	31.0	Fixation	299	501.0	574.0	N/A
ID04	32.0	Fixation	319	499.0	272.0	N/A
ID04	33.0	Fixation	359	501.0	574.0	N/A
ID04	34.0	Fixation	339	501.0	574.0	N/A
ID04	35.0	Fixation	219	501.0	574.0	N/A
ID04	36.0	Fixation	279	501.0	932.0	N/A
ID04	37.0	Fixation	299	499.0	192.0	N/A
ID04	38.0	Fixation	977	892.0	115.0	N/A
ID04	39.0	Fixation	439	187.0	115.0	N/A
ID04	40.0	Fixation	179	499.0	272.0	N/A
ID04	41.0	Fixation	518	892.0	115.0	N/A
ID04	42.0	Fixation	817	892.0	115.0	N/A
ID04	43.0	Fixation	299	501.0	932.0	N/A
ID04	44.0	Fixation	159	501.0	574.0	N/A
ID04	45.0	Fixation	179	499.0	272.0	N/A
ID04	46.0	Fixation	299	499.0	272.0	N/A
ID04	47.0	Fixation	199	710.0	112.0	N/A
ID04	48.0	Fixation	279	710.0	112.0	N/A
ID04	49.0	Fixation	379	499.0	192.0	N/A
ID04	50.0	Fixation	279	70.0	115.0	N/A
ID04	51.0	Fixation	140	187.0	115.0	N/A
ID04	52.0	Fixation	139	499.0	192.0	N/A
ID04	53.0	Fixation	259	203.0	30.0	N/A
ID04	54.0	Fixation	359	772.0	35.0	N/A
ID04	55.0	Fixation	239	892.0	115.0	N/A
ID04	56.0	Fixation	279	892.0	115.0	N/A
ID04	57.0	Fixation	359	892.0	115.0	N/A
ID04	58.0	Fixation	279	710.0	112.0	N/A
ID04	59.0	Fixation	738	575.0	112.0	N/A
ID04	60.0	Fixation	419	445.0	112.0	N/A
ID04	61.0	Fixation	1475	308.0	112.0	N/A
ID04	62.0	Fixation	2233	308.0	112.0	N/A
ID04	63.0	Fixation	259	308.0	112.0	N/A
ID04	64.0	Fixation	299	499.0	272.0	N/A
ID05	1.0	Fixation	638	501.0	574.0	N/A
ID05	2.0	Fixation	139	501.0	574.0	N/A
ID05	3.0	Fixation	319	501.0	574.0	N/A
ID05	4.0	Fixation	279	501.0	574.0	N/A
ID05	5.0	Fixation	159	501.0	574.0	N/A
ID05	6.0	Fixation	359	501.0	574.0	N/A
ID05	7.0	Fixation	179	501.0	574.0	N/A
ID05	8.0	Fixation	199	499.0	272.0	N/A
ID05	9.0	Fixation	219	499.0	272.0	N/A
ID05	10.0	Fixation	199	501.0	574.0	N/A
ID05	11.0	Fixation	499	499.0	272.0	N/A
ID05	12.0	Fixation	199	501.0	932.0	N/A
ID05	13.0	Fixation	319	501.0	932.0	N/A
ID05	14.0	Fixation	160	501.0	932.0	N/A
ID05	15.0	Fixation	219	501.0	574.0	N/A
ID05	16.0	Fixation	199	501.0	574.0	N/A
ID05	17.0	Fixation	120	501.0	574.0	N/A
ID05	18.0	Fixation	199	501.0	574.0	N/A
ID05	19.0	Fixation	199	499.0	192.0	N/A
ID05	20.0	Fixation	180	499.0	272.0	N/A
ID05	21.0	Fixation	179	499.0	272.0	N/A
ID05	22.0	Fixation	239	499.0	272.0	N/A
ID05	23.0	Fixation	179	499.0	272.0	N/A
ID05	24.0	Fixation	199	499.0	272.0	N/A
ID05	25.0	Fixation	179	501.0	574.0	N/A
ID05	26.0	Fixation	279	501.0	574.0	N/A
ID05	27.0	Fixation	219	575.0	112.0	N/A
ID05	28.0	Fixation	160	710.0	112.0	N/A
ID05	29.0	Fixation	399	892.0	85.0	N/A
ID05	30.0	Fixation	159	772.0	35.0	N/A
ID05	31.0	Fixation	199	772.0	35.0	N/A
ID05	32.0	Fixation	399	962.0	29.0	N/A
ID05	33.0	Fixation	758	772.0	35.0	N/A
ID05	34.0	Fixation	200	203.0	30.0	N/A
ID05	35.0	Fixation	179	203.0	30.0	N/A
ID05	36.0	Fixation	319	203.0	30.0	N/A
ID05	37.0	Fixation	2014	772.0	35.0	N/A
ID05	38.0	Fixation	239	187.0	115.0	N/A
ID05	39.0	Fixation	1914	772.0	35.0	N/A
ID05	40.0	Fixation	419	70.0	115.0	N/A
ID05	41.0	Fixation	498	892.0	85.0	N/A
ID05	42.0	Fixation	1196	772.0	35.0	N/A
ID05	43.0	Fixation	160	892.0	115.0	N/A
ID05	44.0	Fixation	777	892.0	85.0	N/A
ID05	45.0	Fixation	439	892.0	115.0	N/A
ID05	46.0	Fixation	199	501.0	574.0	N/A
ID05	47.0	Fixation	219	501.0	574.0	N/A
ID05	48.0	Fixation	319	501.0	932.0	N/A
ID05	49.0	Fixation	219	501.0	932.0	N/A
ID05	50.0	Fixation	299	501.0	932.0	N/A
ID05	51.0	Fixation	299	501.0	574.0	N/A
ID05	52.0	Fixation	299	501.0	574.0	N/A
ID05	53.0	Fixation	259	499.0	272.0	N/A
ID05	54.0	Fixation	239	501.0	574.0	N/A
ID05	55.0	Fixation	219	501.0	574.0	N/A
ID05	56.0	Fixation	199	501.0	574.0	N/A
ID05	57.0	Fixation	179	501.0	574.0	N/A
ID05	58.0	Fixation	259	501.0	574.0	N/A
ID05	59.0	Fixation	199	501.0	574.0	N/A
ID05	60.0	Fixation	179	501.0	574.0	N/A
ID05	61.0	Fixation	199	499.0	272.0	N/A
ID05	62.0	Fixation	120	501.0	574.0	N/A
ID05	63.0	Fixation	199	892.0	115.0	N/A
ID05	64.0	Fixation	180	892.0	115.0	N/A
ID05	65.0	Fixation	299	499.0	272.0	N/A
ID05	66.0	Fixation	179	499.0	272.0	N/A
ID05	67.0	Fixation	279	499.0	272.0	N/A
ID05	68.0	Fixation	299	499.0	272.0	N/A
ID05	69.0	Fixation	239	499.0	272.0	N/A
ID05	70.0	Fixation	479	499.0	192.0	N/A
ID05	71.0	Fixation	419	499.0	272.0	N/A
ID05	72.0	Fixation	200	499.0	192.0	N/A
ID05	73.0	Fixation	1615	499.0	272.0	N/A
ID06	1.0	Fixation	180	501.0	574.0	N/A
ID06	2.0	Fixation	199	501.0	574.0	N/A
ID06	3.0	Fixation	159	501.0	574.0	N/A
ID06	4.0	Fixation	180	501.0	574.0	N/A
ID06	5.0	Fixation	179	499.0	272.0	N/A
ID06	6.0	Fixation	199	501.0	574.0	N/A
ID06	7.0	Fixation	219	501.0	574.0	N/A
ID06	8.0	Fixation	219	501.0	574.0	N/A
ID06	9.0	Fixation	259	501.0	574.0	N/A
ID06	10.0	Fixation	259	501.0	574.0	N/A
ID06	11.0	Fixation	220	499.0	272.0	N/A
ID06	12.0	Fixation	219	501.0	574.0	N/A
ID06	13.0	Fixation	160	501.0	574.0	N/A
ID06	14.0	Fixation	139	499.0	272.0	N/A
ID06	15.0	Fixation	379	501.0	574.0	N/A
ID06	16.0	Fixation	179	501.0	574.0	N/A
ID06	17.0	Fixation	159	501.0	574.0	N/A
ID06	18.0	Fixation	200	501.0	574.0	N/A
ID06	19.0	Fixation	179	501.0	932.0	N/A
ID06	20.0	Fixation	319	772.0	35.0	N/A
ID06	21.0	Fixation	239	892.0	115.0	N/A
ID06	22.0	Fixation	220	772.0	35.0	N/A
ID06	23.0	Fixation	179	962.0	29.0	N/A
ID06	24.0	Fixation	160	892.0	85.0	N/A
ID06	25.0	Fixation	299	308.0	112.0	N/A
ID06	26.0	Fixation	219	70.0	115.0	N/A
ID06	27.0	Fixation	498	772.0	35.0	N/A
ID06	28.0	Fixation	179	501.0	574.0	N/A
ID06	29.0	Fixation	259	501.0	932.0	N/A
ID06	30.0	Fixation	279	772.0	35.0	N/A
ID06	31.0	Fixation	319	772.0	35.0	N/A
ID06	32.0	Fixation	239	962.0	29.0	N/A
ID06	33.0	Fixation	259	501.0	574.0	N/A
ID06	34.0	Fixation	199	892.0	85.0	N/A
ID06	35.0	Fixation	5184	772.0	35.0	N/A
ID06	36.0	Fixation	279	892.0	115.0	N/A
ID06	37.0	Fixation	319	962.0	29.0	N/A
ID06	38.0	Fixation	180	892.0	115.0	N/A
ID06	39.0	Fixation	239	575.0	112.0	N/A
ID06	40.0	Fixation	219	710.0	112.0	N/A
ID06	41.0	Fixation	179	892.0	115.0	N/A
ID06	42.0	Fixation	339	772.0	35.0	N/A
ID06	43.0	Fixation	239	501.0	574.0	N/A
ID06	44.0	Fixation	259	501.0	932.0	N/A
ID06	45.0	Fixation	259	575.0	112.0	N/A
ID06	46.0	Fixation	259	445.0	112.0	N/A
ID06	47.0	Fixation	239	70.0	115.0	N/A
ID06	48.0	Fixation	259	187.0	115.0	N/A
ID06	49.0	Fixation	179	499.0	192.0	N/A
ID06	50.0	Fixation	180	499.0	272.0	N/A
ID06	51.0	Fixation	259	501.0	574.0	N/A
ID06	52.0	Fixation	259	501.0	932.0	N/A
ID06	53.0	Fixation	140	499.0	192.0	N/A
ID06	54.0	Fixation	259	892.0	115.0	N/A
ID06	55.0	Fixation	119	892.0	115.0	N/A
ID06	56.0	Fixation	200	499.0	272.0	N/A
ID06	57.0	Fixation	199	499.0	272.0	N/A
ID06	58.0	Fixation	259	499.0	272.0	N/A
ID06	59.0	Fixation	199	499.0	192.0	N/A
ID06	60.0	Fixation	199	499.0	272.0	N/A
ID06	61.0	Fixation	139	499.0	192.0	N/A
ID06	62.0	Fixation	200	70.0	115.0	N/A
ID06	63.0	Fixation	179	187.0	115.0	N/A
ID06	64.0	Fixation	299	892.0	115.0	N/A
ID06	65.0	Fixation	299	499.0	272.0	N/A
ID06	66.0	Fixation	179	499.0	272.0	N/A
ID06	67.0	Fixation	219	499.0	272.0	N/A
ID06	68.0	Fixation	239	499.0	272.0	N/A
ID06	69.0	Fixation	199	499.0	192.0	N/A
ID06	70.0	Fixation	179	499.0	272.0	N/A
ID06	71.0	Fixation	259	499.0	272.0	N/A
ID06	72.0	Fixation	199	499.0	272.0	N/A
ID06	73.0	Fixation	399	499.0	272.0	N/A
ID06	74.0	Fixation	259	499.0	272.0	N/A
ID06	75.0	Fixation	299	499.0	272.0	N/A
ID06	76.0	Fixation	279	499.0	272.0	N/A
ID06	77.0	Fixation	199	499.0	272.0	N/A
ID06	78.0	Fixation	359	499.0	272.0	N/A
ID06	79.0	Fixation	379	499.0	192.0	N/A
ID06	80.0	Fixation	239	499.0	272.0	N/A
ID06	81.0	Fixation	379	499.0	272.0	N/A
ID06	82.0	Fixation	179	499.0	272.0	N/A
ID06	83.0	Fixation	538	499.0	272.0	N/A
ID06	84.0	Fixation	179	499.0	272.0	N/A
ID06	85.0	Fixation	538	499.0	272.0	N/A
ID06	86.0	Fixation	399	499.0	272.0	N/A
ID06	87.0	Fixation	279	499.0	272.0	N/A
ID06	88.0	Fixation	399	499.0	272.0	N/A
ID06	89.0	Fixation	239	499.0	272.0	N/A
ID06	90.0	Fixation	439	499.0	272.0	N/A
ID06	91.0	Fixation	140	499.0	192.0	N/A
ID06	92.0	Fixation	339	499.0	192.0	N/A
ID06	93.0	Fixation	399	499.0	192.0	N/A
ID06	94.0	Fixation	259	499.0	192.0	N/A
ID06	95.0	Fixation	279	499.0	192.0	N/A
ID06	96.0	Fixation	479	499.0	192.0	N/A
ID06	97.0	Fixation	299	499.0	192.0	N/A
ID06	98.0	Fixation	259	499.0	272.0	N/A
ID06	99.0	Fixation	319	499.0	192.0	N/A
ID06	100.0	Fixation	199	187.0	115.0	N/A
ID06	101.0	Fixation	199	499.0	192.0	N/A
ID06	102.0	Fixation	219	499.0	192.0	N/A
ID06	103.0	Fixation	179	499.0	192.0	N/A
ID06	104.0	Fixation	419	499.0	192.0	N/A
ID06	105.0	Fixation	159	187.0	115.0	N/A
ID06	106.0	Fixation	319	70.0	115.0	N/A
ID06	107.0	Fixation	219	499.0	272.0	N/A
ID06	108.0	Fixation	319	499.0	272.0	N/A
ID06	109.0	Fixation	259	499.0	272.0	N/A
ID06	110.0	Fixation	279	499.0	272.0	N/A
ID06	111.0	Fixation	319	499.0	272.0	N/A
ID06	112.0	Fixation	120	499.0	272.0	N/A
ID06	113.0	Fixation	199	499.0	272.0	N/A
ID06	114.0	Fixation	279	499.0	272.0	N/A
ID06	115.0	Fixation	399	499.0	272.0	N/A
ID06	116.0	Fixation	339	499.0	272.0	N/A
ID06	117.0	Fixation	279	499.0	272.0	N/A
ID06	118.0	Fixation	140	499.0	272.0	N/A
ID06	119.0	Fixation	219	499.0	272.0	N/A
ID06	120.0	Fixation	279	499.0	272.0	N/A
ID06	121.0	Fixation	179	499.0	272.0	N/A
ID06	122.0	Fixation	179	499.0	272.0	N/A
ID06	123.0	Fixation	199	499.0	272.0	N/A
ID06	124.0	Fixation	120	499.0	272.0	N/A
ID07	1.0	Fixation	218	710.0	112.0	N/A
ID07	2.0	Fixation	179	501.0	574.0	N/A
ID07	3.0	Fixation	618	501.0	574.0	N/A
ID07	4.0	Fixation	199	501.0	574.0	N/A
ID07	5.0	Fixation	219	501.0	574.0	N/A
ID07	6.0	Fixation	279	501.0	574.0	N/A
ID07	7.0	Fixation	299	501.0	574.0	N/A
ID07	8.0	Fixation	239	501.0	574.0	N/A
ID07	9.0	Fixation	359	501.0	574.0	N/A
ID07	10.0	Fixation	239	501.0	574.0	N/A
ID07	11.0	Fixation	199	501.0	574.0	N/A
ID07	12.0	Fixation	279	501.0	932.0	N/A
ID07	13.0	Fixation	239	501.0	932.0	N/A
ID07	14.0	Fixation	180	501.0	932.0	N/A
ID07	15.0	Fixation	239	499.0	272.0	N/A
ID07	16.0	Fixation	259	499.0	272.0	N/A
ID07	17.0	Fixation	239	445.0	112.0	N/A
ID07	18.0	Fixation	199	308.0	112.0	N/A
ID07	19.0	Fixation	260	187.0	115.0	N/A
ID07	20.0	Fixation	239	501.0	574.0	N/A
ID07	21.0	Fixation	239	501.0	932.0	N/A
ID07	22.0	Fixation	259	501.0	574.0	N/A
ID07	23.0	Fixation	259	501.0	574.0	N/A
ID07	24.0	Fixation	199	499.0	272.0	N/A
ID07	25.0	Fixation	180	499.0	272.0	N/A
ID07	26.0	Fixation	219	499.0	272.0	N/A
ID07	27.0	Fixation	737	772.0	35.0	N/A
ID07	28.0	Fixation	160	962.0	29.0	N/A
ID07	29.0	Fixation	798	772.0	35.0	N/A
ID07	30.0	Fixation	459	962.0	29.0	N/A
ID07	31.0	Fixation	1814	772.0	35.0	N/A
ID07	32.0	Fixation	1635	772.0	35.0	N/A
ID07	33.0	Fixation	100	501.0	574.0	N/A
ID07	34.0	Fixation	359	499.0	192.0	N/A
ID07	35.0	Fixation	280	501.0	574.0	N/A
ID07	36.0	Fixation	179	501.0	574.0	N/A
ID07	37.0	Fixation	419	772.0	35.0	N/A
ID07	38.0	Fixation	259	501.0	574.0	N/A
ID07	39.0	Fixation	160	501.0	574.0	N/A
ID07	40.0	Fixation	379	501.0	574.0	N/A
ID07	41.0	Fixation	179	499.0	272.0	N/A
ID07	42.0	Fixation	179	501.0	932.0	N/A
ID07	43.0	Fixation	259	499.0	272.0	N/A
ID07	44.0	Fixation	139	499.0	272.0	N/A
ID07	45.0	Fixation	299	499.0	272.0	N/A
ID07	46.0	Fixation	419	499.0	272.0	N/A
ID07	47.0	Fixation	299	499.0	272.0	N/A
ID07	48.0	Fixation	419	499.0	272.0	N/A
ID07	49.0	Fixation	259	499.0	272.0	N/A
ID07	50.0	Fixation	259	499.0	272.0	N/A
ID07	51.0	Fixation	359	499.0	272.0	N/A
ID07	52.0	Fixation	279	499.0	272.0	N/A
ID07	53.0	Fixation	219	499.0	272.0	N/A
ID07	54.0	Fixation	379	499.0	272.0	N/A
ID07	55.0	Fixation	399	499.0	272.0	N/A
ID08	1.0	Fixation	179	501.0	574.0	N/A
ID08	2.0	Fixation	299	499.0	272.0	N/A
ID08	3.0	Fixation	279	501.0	574.0	N/A
ID08	4.0	Fixation	339	445.0	112.0	N/A
ID08	5.0	Fixation	419	203.0	30.0	N/A
ID08	6.0	Fixation	279	499.0	272.0	N/A
ID08	7.0	Fixation	179	499.0	272.0	N/A
ID08	8.0	Fixation	200	499.0	192.0	N/A
ID08	9.0	Fixation	299	499.0	192.0	N/A
ID08	10.0	Fixation	299	499.0	192.0	N/A
ID08	11.0	Fixation	160	499.0	272.0	N/A
ID08	12.0	Fixation	359	499.0	272.0	N/A
