ParticipantName	FixationIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	MediaName
P01m	85.0	Fixation	117	670.0	174.0	http://www.fiit.stuba.sk/
P01m	86.0	Fixation	167	720.0	179.0	http://www.fiit.stuba.sk/
P01m	87.0	Fixation	233	739.0	175.0	http://www.fiit.stuba.sk/
P01m	88.0	Fixation	133	481.0	133.0	http://www.fiit.stuba.sk/
P01m	89.0	Fixation	250	403.0	133.0	http://www.fiit.stuba.sk/
P01m	90.0	Fixation	167	496.0	1.0	http://www.fiit.stuba.sk/
P01m	91.0	Fixation	183	428.0	44.0	http://www.fiit.stuba.sk/
P01m	92.0	Fixation	133	672.0	3.0	http://www.fiit.stuba.sk/
P01m	94.0	Fixation	133	436.0	116.0	http://www.fiit.stuba.sk/
P01m	95.0	Fixation	150	421.0	132.0	http://www.fiit.stuba.sk/
P01m	96.0	Fixation	183	455.0	11.0	http://www.fiit.stuba.sk/
P01m	98.0	Fixation	167	1265.0	121.0	http://www.fiit.stuba.sk/
P01m	101.0	Fixation	183	593.0	527.0	http://www.fiit.stuba.sk/
P01m	102.0	Fixation	283	627.0	553.0	http://www.fiit.stuba.sk/
P01m	103.0	Fixation	217	930.0	500.0	http://www.fiit.stuba.sk/
P01m	104.0	Fixation	133	950.0	453.0	http://www.fiit.stuba.sk/
P01m	106.0	Fixation	117	1021.0	465.0	http://www.fiit.stuba.sk/
P01m	107.0	Fixation	317	1031.0	516.0	http://www.fiit.stuba.sk/
P01m	108.0	Fixation	133	954.0	511.0	http://www.fiit.stuba.sk/
P01m	109.0	Fixation	350	982.0	465.0	http://www.fiit.stuba.sk/
P01m	110.0	Fixation	233	965.0	527.0	http://www.fiit.stuba.sk/
P01m	111.0	Fixation	200	1038.0	510.0	http://www.fiit.stuba.sk/
P01m	112.0	Fixation	333	965.0	568.0	http://www.fiit.stuba.sk/
P01m	113.0	Fixation	133	1026.0	566.0	http://www.fiit.stuba.sk/
P01m	114.0	Fixation	832	983.0	530.0	http://www.fiit.stuba.sk/
P01m	115.0	Fixation	406	1003.0	514.0	http://www.fiit.stuba.sk/
P01o	2.0	Fixation	217	644.0	563.0	http://www.fiit.stuba.sk/
P01o	11.0	Fixation	183	644.0	94.0	http://www.fiit.stuba.sk/
P01o	12.0	Fixation	267	633.0	138.0	http://www.fiit.stuba.sk/
P01o	15.0	Fixation	117	451.0	211.0	http://www.fiit.stuba.sk/
P01o	16.0	Fixation	166	450.0	202.0	http://www.fiit.stuba.sk/
P01o	17.0	Fixation	200	477.0	209.0	http://www.fiit.stuba.sk/
P01o	18.0	Fixation	200	448.0	241.0	http://www.fiit.stuba.sk/
P01o	19.0	Fixation	233	512.0	247.0	http://www.fiit.stuba.sk/
P01o	20.0	Fixation	283	541.0	253.0	http://www.fiit.stuba.sk/
P01n	1.0	Fixation	183	414.0	190.0	http://www.fiit.stuba.sk/
P01n	5.0	Fixation	104	781.0	494.0	http://www.fiit.stuba.sk/
P01n	6.0	Fixation	117	422.0	556.0	http://www.fiit.stuba.sk/
P01n	8.0	Fixation	167	671.0	625.0	http://www.fiit.stuba.sk/
P01n	10.0	Fixation	317	1092.0	485.0	http://www.fiit.stuba.sk/
P01n	11.0	Fixation	267	1026.0	463.0	http://www.fiit.stuba.sk/
P01n	12.0	Fixation	133	592.0	681.0	http://www.fiit.stuba.sk/
P01n	13.0	Fixation	150	729.0	615.0	http://www.fiit.stuba.sk/
P01n	16.0	Fixation	336	1039.0	533.0	http://www.fiit.stuba.sk/
P01n	18.0	Fixation	400	1104.0	523.0	http://www.fiit.stuba.sk/
P01n	19.0	Fixation	267	906.0	512.0	http://www.fiit.stuba.sk/
P01n	20.0	Fixation	233	1002.0	517.0	http://www.fiit.stuba.sk/
P01n	21.0	Fixation	183	1032.0	525.0	http://www.fiit.stuba.sk/
P01n	22.0	Fixation	1117	1106.0	520.0	http://www.fiit.stuba.sk/
P01n	23.0	Fixation	150	1074.0	555.0	http://www.fiit.stuba.sk/
P01n	24.0	Fixation	167	1007.0	564.0	http://www.fiit.stuba.sk/
P01n	25.0	Fixation	217	999.0	498.0	http://www.fiit.stuba.sk/
P01n	26.0	Fixation	183	1048.0	444.0	http://www.fiit.stuba.sk/
P01n	27.0	Fixation	233	1025.0	462.0	http://www.fiit.stuba.sk/
P01n	28.0	Fixation	233	1111.0	471.0	http://www.fiit.stuba.sk/
P01n	29.0	Fixation	167	997.0	651.0	http://www.fiit.stuba.sk/
P01n	30.0	Fixation	217	1046.0	637.0	http://www.fiit.stuba.sk/
P01n	31.0	Fixation	217	1106.0	641.0	http://www.fiit.stuba.sk/
P01n	32.0	Fixation	252	1036.0	582.0	http://www.fiit.stuba.sk/
P01n	33.0	Fixation	117	1076.0	591.0	http://www.fiit.stuba.sk/
P01n	34.0	Fixation	236	1108.0	578.0	http://www.fiit.stuba.sk/
P01n	35.0	Fixation	250	1006.0	575.0	http://www.fiit.stuba.sk/
P01n	36.0	Fixation	190	1098.0	622.0	http://www.fiit.stuba.sk/
P01n	37.0	Fixation	633	1004.0	690.0	http://www.fiit.stuba.sk/
P01n	38.0	Fixation	183	1113.0	685.0	http://www.fiit.stuba.sk/
P01n	39.0	Fixation	150	1075.0	683.0	http://www.fiit.stuba.sk/
P01n	40.0	Fixation	250	1015.0	697.0	http://www.fiit.stuba.sk/
P01n	41.0	Fixation	134	1018.0	724.0	http://www.fiit.stuba.sk/
P01n	42.0	Fixation	202	1084.0	754.0	http://www.fiit.stuba.sk/
P01n	43.0	Fixation	183	1024.0	494.0	http://www.fiit.stuba.sk/
P01n	44.0	Fixation	250	1015.0	524.0	http://www.fiit.stuba.sk/
P01n	45.0	Fixation	217	1092.0	520.0	http://www.fiit.stuba.sk/
P01n	48.0	Fixation	167	706.0	601.0	http://www.fiit.stuba.sk/
P01n	49.0	Fixation	116	365.0	549.0	http://www.fiit.stuba.sk/
P01n	50.0	Fixation	287	432.0	565.0	http://www.fiit.stuba.sk/
P01n	51.0	Fixation	102	1846.0	181.0	http://www.fiit.stuba.sk/
P01n	53.0	Fixation	101	1861.0	503.0	http://www.fiit.stuba.sk/
P01n	54.0	Fixation	220	1844.0	517.0	http://www.fiit.stuba.sk/
P01n	57.0	Fixation	136	1042.0	970.0	http://www.fiit.stuba.sk/
P01n	59.0	Fixation	201	916.0	943.0	http://www.fiit.stuba.sk/
P01n	60.0	Fixation	184	533.0	938.0	http://www.fiit.stuba.sk/
P01n	64.0	Fixation	117	523.0	939.0	http://www.fiit.stuba.sk/
P01n	67.0	Fixation	206	998.0	530.0	http://www.fiit.stuba.sk/
P01n	68.0	Fixation	133	792.0	605.0	http://www.fiit.stuba.sk/
P01n	69.0	Fixation	250	730.0	605.0	http://www.fiit.stuba.sk/
P01n	70.0	Fixation	233	694.0	599.0	http://www.fiit.stuba.sk/
P01n	71.0	Fixation	317	729.0	665.0	http://www.fiit.stuba.sk/
P01n	72.0	Fixation	217	765.0	665.0	http://www.fiit.stuba.sk/
P01n	73.0	Fixation	183	849.0	669.0	http://www.fiit.stuba.sk/
P01n	75.0	Fixation	151	818.0	665.0	http://www.fiit.stuba.sk/
P01n	76.0	Fixation	150	929.0	659.0	http://www.fiit.stuba.sk/
P01n	77.0	Fixation	133	909.0	666.0	http://www.fiit.stuba.sk/
P01n	78.0	Fixation	233	719.0	702.0	http://www.fiit.stuba.sk/
P01n	80.0	Fixation	151	704.0	680.0	http://www.fiit.stuba.sk/
P01n	81.0	Fixation	167	786.0	699.0	http://www.fiit.stuba.sk/
P01n	82.0	Fixation	183	837.0	713.0	http://www.fiit.stuba.sk/
P01n	84.0	Fixation	133	858.0	682.0	http://www.fiit.stuba.sk/
P01n	85.0	Fixation	417	718.0	592.0	http://www.fiit.stuba.sk/
P01n	86.0	Fixation	150	690.0	590.0	http://www.fiit.stuba.sk/
P01n	87.0	Fixation	517	1024.0	511.0	http://www.fiit.stuba.sk/
P01n	88.0	Fixation	133	1142.0	482.0	http://www.fiit.stuba.sk/
P01n	89.0	Fixation	233	1029.0	448.0	http://www.fiit.stuba.sk/
P01n	91.0	Fixation	417	1114.0	461.0	http://www.fiit.stuba.sk/
P01n	92.0	Fixation	219	1031.0	451.0	http://www.fiit.stuba.sk/
P01n	93.0	Fixation	383	1051.0	452.0	http://www.fiit.stuba.sk/
P01n	94.0	Fixation	400	1108.0	449.0	http://www.fiit.stuba.sk/
P01n	95.0	Fixation	283	1026.0	448.0	http://www.fiit.stuba.sk/
P01n	96.0	Fixation	183	1066.0	456.0	http://www.fiit.stuba.sk/
P01n	97.0	Fixation	583	1126.0	454.0	http://www.fiit.stuba.sk/
P01n	98.0	Fixation	133	1090.0	510.0	http://www.fiit.stuba.sk/
P01n	99.0	Fixation	383	1038.0	511.0	http://www.fiit.stuba.sk/
P01n	100.0	Fixation	450	1113.0	519.0	http://www.fiit.stuba.sk/
P01n	101.0	Fixation	133	975.0	493.0	http://www.fiit.stuba.sk/
P01n	102.0	Fixation	400	1000.0	513.0	http://www.fiit.stuba.sk/
P01n	103.0	Fixation	183	1010.0	223.0	http://www.fiit.stuba.sk/
P01n	104.0	Fixation	801	1371.0	189.0	http://www.fiit.stuba.sk/
P01n	105.0	Fixation	317	1064.0	481.0	http://www.fiit.stuba.sk/
P01n	106.0	Fixation	167	1033.0	531.0	http://www.fiit.stuba.sk/
P01p	1.0	Fixation	400	405.0	1024.0	http://www.fiit.stuba.sk/
P01p	2.0	Fixation	117	676.0	204.0	http://www.fiit.stuba.sk/
P01p	5.0	Fixation	233	702.0	571.0	http://www.fiit.stuba.sk/
P01p	6.0	Fixation	150	718.0	610.0	http://www.fiit.stuba.sk/
P01p	7.0	Fixation	283	980.0	587.0	http://www.fiit.stuba.sk/
P01p	8.0	Fixation	150	612.0	871.0	http://www.fiit.stuba.sk/
P01p	10.0	Fixation	233	537.0	926.0	http://www.fiit.stuba.sk/
P01p	12.0	Fixation	167	926.0	260.0	http://www.fiit.stuba.sk/
P01p	13.0	Fixation	117	1051.0	75.0	http://www.fiit.stuba.sk/
P01p	16.0	Fixation	217	1798.0	51.0	http://www.fiit.stuba.sk/
P01p	18.0	Fixation	433	1789.0	109.0	http://www.fiit.stuba.sk/
P01p	23.0	Fixation	300	483.0	1102.0	http://www.fiit.stuba.sk/
P01p	25.0	Fixation	117	540.0	756.0	http://www.fiit.stuba.sk/
P01p	26.0	Fixation	283	528.0	942.0	http://www.fiit.stuba.sk/
P01p	27.0	Fixation	200	923.0	952.0	http://www.fiit.stuba.sk/
P01p	29.0	Fixation	117	986.0	944.0	http://www.fiit.stuba.sk/
P01p	30.0	Fixation	167	999.0	572.0	http://www.fiit.stuba.sk/
P01p	32.0	Fixation	217	1029.0	504.0	http://www.fiit.stuba.sk/
P01p	33.0	Fixation	117	1083.0	492.0	http://www.fiit.stuba.sk/
P01p	41.0	Fixation	117	458.0	234.0	http://www.fiit.stuba.sk/
P01p	42.0	Fixation	236	425.0	297.0	http://www.fiit.stuba.sk/
P01p	43.0	Fixation	184	508.0	318.0	http://www.fiit.stuba.sk/
P01p	44.0	Fixation	267	449.0	354.0	http://www.fiit.stuba.sk/
P01p	45.0	Fixation	483	522.0	363.0	http://www.fiit.stuba.sk/
P01q	5.0	Fixation	133	753.0	236.0	http://www.fiit.stuba.sk/
P01q	6.0	Fixation	183	665.0	489.0	http://www.fiit.stuba.sk/
P01q	8.0	Fixation	433	789.0	62.0	http://www.fiit.stuba.sk/
P01q	9.0	Fixation	283	628.0	49.0	http://www.fiit.stuba.sk/
P01q	11.0	Fixation	183	503.0	19.0	http://www.fiit.stuba.sk/
P01q	12.0	Fixation	250	652.0	33.0	http://www.fiit.stuba.sk/
P01q	13.0	Fixation	350	972.0	35.0	http://www.fiit.stuba.sk/
P01q	14.0	Fixation	183	779.0	507.0	http://www.fiit.stuba.sk/
P01q	15.0	Fixation	167	775.0	642.0	http://www.fiit.stuba.sk/
P01q	16.0	Fixation	317	735.0	603.0	http://www.fiit.stuba.sk/
P01q	17.0	Fixation	150	467.0	591.0	http://www.fiit.stuba.sk/
P01q	18.0	Fixation	183	450.0	596.0	http://www.fiit.stuba.sk/
P01q	19.0	Fixation	217	545.0	598.0	http://www.fiit.stuba.sk/
P01q	20.0	Fixation	183	471.0	829.0	http://www.fiit.stuba.sk/
P01q	21.0	Fixation	183	531.0	875.0	http://www.fiit.stuba.sk/
P01q	23.0	Fixation	250	1026.0	546.0	http://www.fiit.stuba.sk/
P01q	24.0	Fixation	200	1042.0	512.0	http://www.fiit.stuba.sk/
P01q	26.0	Fixation	153	508.0	66.0	http://www.fiit.stuba.sk/
P01q	27.0	Fixation	250	478.0	136.0	http://www.fiit.stuba.sk/
P01q	28.0	Fixation	133	462.0	142.0	http://www.fiit.stuba.sk/
P01q	29.0	Fixation	200	455.0	162.0	http://www.fiit.stuba.sk/
P01q	30.0	Fixation	217	511.0	165.0	http://www.fiit.stuba.sk/
P01q	31.0	Fixation	350	451.0	183.0	http://www.fiit.stuba.sk/
P01q	32.0	Fixation	600	518.0	193.0	http://www.fiit.stuba.sk/
P01q	33.0	Fixation	467	462.0	219.0	http://www.fiit.stuba.sk/
P01q	34.0	Fixation	333	540.0	227.0	http://www.fiit.stuba.sk/
P01q	35.0	Fixation	233	452.0	249.0	http://www.fiit.stuba.sk/
P01q	36.0	Fixation	233	452.0	279.0	http://www.fiit.stuba.sk/
P01q	37.0	Fixation	217	737.0	194.0	http://www.fiit.stuba.sk/
P01q	38.0	Fixation	283	730.0	167.0	http://www.fiit.stuba.sk/
P01q	39.0	Fixation	217	770.0	172.0	http://www.fiit.stuba.sk/
P01q	40.0	Fixation	200	845.0	168.0	http://www.fiit.stuba.sk/
P01q	41.0	Fixation	233	725.0	207.0	http://www.fiit.stuba.sk/
P01q	42.0	Fixation	267	784.0	208.0	http://www.fiit.stuba.sk/
P01q	43.0	Fixation	533	720.0	251.0	http://www.fiit.stuba.sk/
P02q	1.0	Fixation	233	1064.0	725.0	http://www.fiit.stuba.sk/
P02q	2.0	Fixation	133	347.0	887.0	http://www.fiit.stuba.sk/
P02q	3.0	Fixation	167	806.0	978.0	http://www.fiit.stuba.sk/
P02q	4.0	Fixation	250	764.0	523.0	http://www.fiit.stuba.sk/
P02q	5.0	Fixation	433	1009.0	600.0	http://www.fiit.stuba.sk/
P02q	6.0	Fixation	150	697.0	630.0	http://www.fiit.stuba.sk/
P02q	7.0	Fixation	152	1034.0	696.0	http://www.fiit.stuba.sk/
P02q	8.0	Fixation	150	1035.0	737.0	http://www.fiit.stuba.sk/
P02q	9.0	Fixation	267	1049.0	427.0	http://www.fiit.stuba.sk/
P02q	10.0	Fixation	217	1118.0	426.0	http://www.fiit.stuba.sk/
P02q	11.0	Fixation	167	717.0	577.0	http://www.fiit.stuba.sk/
P02q	12.0	Fixation	167	417.0	885.0	http://www.fiit.stuba.sk/
P02q	19.0	Fixation	283	426.0	109.0	http://www.fiit.stuba.sk/
P02q	21.0	Fixation	283	422.0	126.0	http://www.fiit.stuba.sk/
P02q	22.0	Fixation	133	472.0	134.0	http://www.fiit.stuba.sk/
P02q	23.0	Fixation	250	415.0	159.0	http://www.fiit.stuba.sk/
P02q	24.0	Fixation	583	488.0	126.0	http://www.fiit.stuba.sk/
P01r	22.0	Fixation	250	814.0	547.0	http://www.fiit.stuba.sk/
P01r	23.0	Fixation	350	728.0	652.0	http://www.fiit.stuba.sk/
P01r	25.0	Fixation	367	470.0	620.0	http://www.fiit.stuba.sk/
P01r	26.0	Fixation	217	445.0	675.0	http://www.fiit.stuba.sk/
P01r	27.0	Fixation	133	461.0	707.0	http://www.fiit.stuba.sk/
P01r	28.0	Fixation	233	996.0	586.0	http://www.fiit.stuba.sk/
P01r	29.0	Fixation	133	1010.0	529.0	http://www.fiit.stuba.sk/
P01r	30.0	Fixation	233	1011.0	504.0	http://www.fiit.stuba.sk/
P01r	31.0	Fixation	183	1077.0	496.0	http://www.fiit.stuba.sk/
P01r	32.0	Fixation	187	1021.0	716.0	http://www.fiit.stuba.sk/
P01r	33.0	Fixation	367	1018.0	768.0	http://www.fiit.stuba.sk/
P01r	34.0	Fixation	350	1025.0	728.0	http://www.fiit.stuba.sk/
P01r	35.0	Fixation	233	1097.0	719.0	http://www.fiit.stuba.sk/
P01r	36.0	Fixation	233	1017.0	654.0	http://www.fiit.stuba.sk/
P01r	37.0	Fixation	350	1023.0	597.0	http://www.fiit.stuba.sk/
P01r	38.0	Fixation	150	1012.0	542.0	http://www.fiit.stuba.sk/
P01r	40.0	Fixation	117	1007.0	546.0	http://www.fiit.stuba.sk/
P01r	41.0	Fixation	275	1114.0	521.0	http://www.fiit.stuba.sk/
P01r	42.0	Fixation	134	1015.0	535.0	http://www.fiit.stuba.sk/
P01r	43.0	Fixation	150	1014.0	482.0	http://www.fiit.stuba.sk/
P01r	44.0	Fixation	183	1095.0	485.0	http://www.fiit.stuba.sk/
P01r	45.0	Fixation	200	775.0	522.0	http://www.fiit.stuba.sk/
P01r	46.0	Fixation	266	709.0	641.0	http://www.fiit.stuba.sk/
P01r	47.0	Fixation	283	451.0	624.0	http://www.fiit.stuba.sk/
P01r	48.0	Fixation	151	990.0	595.0	http://www.fiit.stuba.sk/
P01r	49.0	Fixation	167	1012.0	556.0	http://www.fiit.stuba.sk/
P01r	50.0	Fixation	283	1092.0	556.0	http://www.fiit.stuba.sk/
P01r	51.0	Fixation	150	991.0	641.0	http://www.fiit.stuba.sk/
P01r	52.0	Fixation	300	1006.0	614.0	http://www.fiit.stuba.sk/
P01r	53.0	Fixation	150	984.0	657.0	http://www.fiit.stuba.sk/
P01r	54.0	Fixation	267	1029.0	667.0	http://www.fiit.stuba.sk/
P01r	55.0	Fixation	317	1021.0	769.0	http://www.fiit.stuba.sk/
P01r	56.0	Fixation	233	1050.0	729.0	http://www.fiit.stuba.sk/
P01r	57.0	Fixation	267	1075.0	677.0	http://www.fiit.stuba.sk/
